Felis catus	cat
infection	màthair-ghuir
bee sting	gath-seillein
bumblebee	seillean-mòr
Bombus pascuorum	seillean càrdair cumanta
Bombus muscorum	seillean càrdair na còinnich
Bombus ruderarius	seillean càrdair nan lurgann dearg
Bombus jonellus	seillean-mòr a' bhlàir-fhraoich
college	colaiste
grace	loinn
crann	crann-cuilinn
selfie	fèineag
craobh	craobh-chuilinn
cuileann	cuileann-tràgha
cuileann	cuileann-mara
gealbhonn	gealbhonn-cuileann
parsley	pairseil
festival	fèis
American aloe	àlas ceud bliadhna
aloe	àlas
axletree	aisil
nun	cailleach-dhubh
juniper	aiteal
cyan	saidhean
indigo	guirmean
two day	an-eararais
Rome wasn't built in a day	chan ann leis a' chiad bhuille a thuiteas a' chraobh
garlic	gairleag
mackerel	rionnach
diversion	seach-shlighe
farm service	òglachas
goodness	feabhas
conspiracy	comh-rùn
balgan	balgan-buachair
balg	balg-buachrach
folic acid	searbhag dhuilleagach
spark	sradag
coat of arms	gearradh-arm
well-ordered	innealta
barrel	baraill
pin	prìne
buachaill	buachaill-chaorach
buachaill	buachaill-seòmair
òran	òran-buachaill
valet	gille-coise
bìth	bìth-eòin
put words in someone's mouth	cuir facail sa' bheul chuideigin
you can't teach an old dog new tricks	an car a bha san t-seana mhaide 's duilich a thoirt às
radiation	rèididheachd
handbook	leabhar-làimhe
psalter	saltair
common noun	ainmear gnàthach
common	gnàthach
spider	poca-salainn
the grass is always greener on the other side	's e miann na lacha an loch air nach bi i
claim	agairt
claim	agair
porridge	brochan
terrorist	ceannairceach
go ahead	siuthad
go ahead	siuthadaibh
joke	fealla-dhà
duality	dà-fhillteachd
double	dà-fhillte
certain	mas breug bhuam e, is breug thugam e
Snow White	Ròs Bhàn
to wit	eadhan
shrivelled	sgrogag
hermit crab	partan-tuathal
anticlockwise	tuathal
direct	calg-dhìreach
cluas	cluas-mhara
low tide	ìsle-mhara
Slovakia	Slòbhac
leash	lomhainn
checkmate	cuir clos air
saltire	bratach na croise
evergreen	sìor-uaine
Irish Gaelic	Gàidhlig na h-Èireann
larynx	guthlag
furnace	fòirneis
it	eadh
balcony	for-uinneag
grave	rèilig
republic	comh-fhlaitheachd
democracy	daon-fhlaitheas
land	fearann
wish	guidh
wish	guidhe
seadh	seadh
Adam	Àdhamh
Oban	Òban
exotic	allmharach
starboard	bòrd-beulaibh
port	bòrd-cùlaibh
sgian dubh	sgian-dubh
easel	dealbh-thaic
aig an dùbhlan le	aig an dùbhlan le
e-reader	leughadair-d
SIM card	cairt SIM
tape measure	ribean-tomhais
funnel	fuineall
pìob	pìob-tharraing
gimlet	gimleid
intranet	eadra-lìon
candlestick	coinnlear
salamander	loisgean
chan urrainn do	ged a mharbhadh tu mi, chan urrainn do
aithnich	aithnichear fear air a' chuideachd a chumas e
am fear	am fear a laigheas sa pholl, togaidh e an làthach
the straw that broke the camel's back	théid capall don choille ach brisidh aon uallach a chridhe
cridhe	fada bhon t-sùil, fada bhon chridhe
an rud nach cluinn cluas	an rud nach cluinn cluas, cha gluais e cridhe
tonn	tonn-tuile
tonn	tonn-taomaidh
a bad workman always blames his tools	cha d'fhuair droch-bhuannaiche a-riamh deagh-chorran
a bad workman always blames his tools	cha d'fhuair droch-ràmhaich ràmh math a-riamh
psychiatrist	lighiche-inntinn
Argyll	Earra-Ghàidheal
squirrel	feòrag
grey squirrel	feòrag-ghlas
red squirrel	feòrag-ruadh
chipmunk	feòrag-stiallach
minority	beag-chuid
majority	mòr-chuid
too much of a good thing	is fheàrr teine beag a gharas na teine mòr a loisgeas
cross-legged	casa-gobhlachan
hung parliament	pàrlamaid chrochte
hung parliament	pàrlamaid gun mhòr-chuid
shower	frasair
indicator	solas-tionndaidh
incisor	clàr-fhiacaill
jam	silidh
traveller	neach-siubhail
luchd-siubhail	Ceàrdannan
oaf	bumalair
competitor	co-fharpaiseach
competitor	co-fharpaisiche
competitor	farpaiseach
competition	farpais
adventure	eachtradh
meek	macanta
laptop	coimpiutair-uchd
Strathclyde	Srath Chluaidh
everlasting	suthain
sheep-pen	faing
Ulster	Uladh
Ulster Scots	Albais Uladh
infernal	iutharnail
matron	brèideach
absolutely	mar eadh
strife	comh-strì
laugh	gàir
traitor	brathadair
scar	eàrra
leprechaun	lucharban
goodwill	gean-math
carnal	collaidh
collie	coilidh
bidh	cho fad 's a bhios an deò, bidh an dòchas
breath	deò
sunbeam	deò-ghrèine
lifeless	gun deò
Manannán mac Lir	Manannan mac Lir
teacher	tidsear
resource	stòras
muileann	muileann-luadhaidh
academy	acadamaidh
griffin	grìbhean
torch	lòchran
torch	toirds
what	ciod
linkspan	alt-aiseig
civil partnership	com-pàirteachas sìobhalta
partnership	com-pàirteachas
partnership	pàirteachas
ladder	dreimire
epistemology	eipisteim-eòlas
slow and steady wins the race	ruigidh each mall muileann
e-book	leabhar-d
barnacle	bàirneach
an eadh	an eadh
nonsense	mì-sheagh
illogical	mì-sheaghach
poileas	's e
almighty	uile-chumhachdach
cause	damhna
neuter	gnè neodrach
dreary	dòrainneach
torment	dòrainn
polecat	feocallan
European polecat	feocallan-Eòrpach
silicon	sileacon
nitrogen	naitridean
fluorine	fluorain
magnesium	maignèisiam
chlorine	clòirin
manganese	mangaineis
astatine	astatain
ruby	rùbaidh
ruby	dearg-sheud
Christmas light	solas Nollaige
misty	ceòthach
longing	fadal
breakfast	bracaist
diligent	dìcheallach
stomach	stamag
futile	dìomhain
raccoon	mathan-nighe
soldier	saighdearach
playgroup	cròileagan
tooth	deud
coronavirus	coròna-bhìoras
litre	liotair
millimetre	milimeatair
hectare	heactair
millilitre	mililiotair
definite article	Argantain
centimetre	ceudameatair
meter stick	maide meatair
centilitre	ceudailiotair
petrol station	stèisean-peatrail
petrol	peatral
is toil le	is toil le
cha toil leam	cha toil le
April Fool's Day	Là nan Amadan
sexy	pìosail
drone	dròn
Good Friday	Dihaoine na Ceusta
archive	tasg-lann
enemy	nàmhaid
blethering	cabadaich
maternal	màthaireil
worth	airidh
worthy	airidh air
toddler	caodachan
cattle	sprèidh
cry	èigh
cry	èighich
fin	eithre
chips	tiops
fish and chips	iasg is tiops
cloud	eul
anteater	itheadair-sheanganan
defender	dìonadair
green	àilean
polar bear	mathan bàn
skunk	tùdair-stiallach
stinker	tùdair
tùdairean	tùdairean-stiallach
tùdairean	tùdairean
bison	tarbh-allaidh
American	Aimeireaganach
American bison	tarbh-allaidh Aimeireaganach
European bison	tarbh-allaidh Eòrpach
European	Eòrpach
European Union	an t-Aonadh Eòrpach
Eòrpaiche	Eòrpaiche
Croatia	Cròthais
Republic of Croatia	Poblachd na Cròthaise
Loch Ness monster	Niseag
Eabhraig	Eabhraig
rogue	daoidh
earworm	èist-bhèist
freeman	saor-dhuine
under them	fòdhpa
under her	fòidhpe
him	dhàsan
her	dhìse
me	dhòmhsa
of me	dhìomsa
of me	dhìom
of you	dhìot
of you	dhìotsa
social distancing	astrachadh sòisealta
every year	gach bliadhna
Bliadhna a' Chnàmha	Bliadhna a' Chnàmha
mouth	inbhir
Croatian	Cròthaisis
World War II	Dàrna Cogadh Mòr
bamboo	cuilc-Fhrangach
excellent	math fhèin
Deluge	Dìle Ruadh
dìleann	dìleann
rainy	dìleach
programmer	prògramair
geocaching	geò-tasgadh
pledge	taisg
wonderful	iongantach
astonishment	iongantachd
grizzly bear	mathan molach
face covering	còmhdach-aodainn
a nod is as good as a wink	comhairle do dhuine glic, slat do dhruim an amadain
battle cry	sluagh-ghairm
body	bodhaig
happy	cho sona ri luch ann an lofa
hind	eilid
tiny	beag bìodach
minute	bìodach
gobbledygook	blialam
artichoke	bliochdan
bowl	bòl
interest	ùidh
sweetness	meilc
degree	uidh
interval	eadar-uidh
pharmacy	lèigheadaireachd
sick bay	aitreabh-leighis
building	aitreabh
sergeant	seàirdeant
okay	ceart gu leòr
alcoholic	alcolach
prostitution	siùrsachd
volleyball	ball-bholaidh
basketball	ball-basgaid
basket	basgaid
bronze	umha
òr	òr-ubhal
rust	meirg
golf	goilf
golf ball	ball-goilf
verdigris	meirg-umha
spicy	spìosrach
spice	spìos
spice	spìosraich
foundation	stèidh
establishing	stèidheadh
established	stèidhte
baseball	ball-stèidhe
hotel	taigh-òsta
motor hotel	taigh-òsta motarachd
Basque Country	Dùthaich nam Basgach
place	dùthchas
natural	dùth
Àisia	Àisia
spoils of war	faobh a' chogaidh
spoils	faobh
herdsman	aoghaire
tokenism	tòcanas
cormorant	sgarbh
I love you	tha gaol agam oirbh
skirt	sgiort
kayaker	neach-caidheig
turtle	seilche
disgusting	sgreamhail
fiery cross	crann-tara
fiery cross	crois-tara
atomic bomb	boma atamach
atomic	atamach
honorable	onarach
general practitioner	dotair-teaghlaich
origin	bunadh
omen	manadh
purgatory	purgadair
will o' the wisp	sionnachan
mareel	sionnachan-mara
glossy	gleansach
dinner	dìnnear
margarine	margarain
helpful	cuideachail
legacy	dìleab
mitten	miotag
away	air falbh
pencil	peansail
trembling	ball-chrith
reddle	cìl
policy	poileasaidh
legality	laghalachd
ferry	bàt'-aiseig
message	teachdaireachd
sight	lèirsinn
visual	lèirsinneach
vaccination	banachdach
medical	meadaigeach
officer	oifigear
dachaigh	dachaigh-cùraim
neach	neach-còmhnaidh
swimmer	snàmhaiche
swimmer	snàmhair
fun	spòrsail
sight	fradharc
horticulture	tuathanachas-gàrraidh
farming	tuathanachas
ozone	òson
dipper	gobha-uisge
dipper	gobhachan
disgusting	sgrathail
lighthouse	taigh-solais
octopus	ochd-chasach
bonnet	bonaid
quarantine	cuarantain
prescription	òrdugh-cungaidh
as cold as ice	cho fuar ris a' phuinnsean
please	mas e do thoil e
please	mas e ur toil e
impartial	neo-chlaon
coal tit	smutag
tidy	sgioblaich
race	rèis
well-dressed	spaideil
solemn	sòlaimte
dispassionate	stòlda
cloudy	sgòthach
smart	snasail
trì deug	trì deug
oh dear	obh obh
ceithir deug	ceithir deug
còig deug	còig deug
window	feinistear
dress	dreasa
oyster	oisir
homework	obair-dachaigh
whiteboard	bòrd-geal
kind	coibhneil
caitheamh	bithidh sonas an lorg na caitheamh
begin	b’fhearr gun tòiseachadh na sguir gun chriochnachadh
apple	bidh an ubhal as fheàrr air a mheangan is àirde
luxurious poor	cha bhi am bochd-soghail saoibhir
boil	cha toir an uaisle goil air a phoit
above	chan uaisle duine na cheàrd
no pain, no gain	cha dèanar buanachd gun chall
medicine	a' chungaidh leighis as goirte, 's i as moth’ tha dèanamh feum
one's eyes are bigger than one's stomach	is motha mo shùil na mo bhrù
strong as an ox	cho làidir ri CùChulainn
seek	na sir, is na seachan an an cath
work	am fear a nì obair na thràth, bidh e na leth-thàmh
March	am fear nach dèan cuir ri là fuar, cha bhuan e ri là teth
work	am fear nach dèan obair na ghnìomh chan fhaigh e biadh air feadh nam preas
dung heap	dùnan math innearach, màthair na ciste-mine
production	cha bhi toradh gun saothair
early to bed, early to rise	is fheàrr èiridh moch na suidh anmoch
drama	dràma
all the time	fad na tìde
theater	talla-cluiche
play	dealbh-chluich
pint	pinnt
diesel	dìosal
creative	cruthachail
creative writing	sgrìobhadh cruthachail
pie	pàidh
còmhlan	còmhlan-ciùil
no time like the present	is fheàrr aon diugh na dà mhàireach
good acquaintance	is fheàrr deagh-eòlas na droch-chàirdeas
supperless	is fheàrr a dhol a laighe gun suipeir na éirigh ann am fiachan
better to be safe than sorry	's fheàrr a bhith cinnteach na caillteach
death-bed repentance	is ionnan aithreachas crìche ri ’bhi cuir siol mu Fheill-Màrtainn
mountain	a' bheinn is àirde a th’ a anns an tìr, is ann oirre is tric a chithear an ceò
loveliest ear	is i an dias is truime is ìsle chromas a ceann
proverb	an seanfhacal fada, fìor; cha bhreugnaichear an seanfhacal
wind	cha do shèid gaoth riamh nach robh an seòl cuideigin
portend springtime	is e an ceò Geamhraidh nì an cathadh Earraich
devil attractive	is minig a bha an donas dàicheil
sheep	'san Earrach, nuair a bhios a’ chaora caol, bidh am maorach reamhar
mountain	tha currac air a' bheinn siud an t-uisge a tighinn
mountain wind	èisd ri gaoth nam beann gus an tràigh na h-uisgeachan
February calm	fèath Faoilteach is gaoth Iuchair, cha mhair iad fada
early winter	is e an Geamhradh luath an Geamhradh buan
March	is fheàrr aon là sa' Mhàirt na trì là ’san Fhoghair
tartanry	tartanrachd
drive	draibh
South Uist	Èirisgeigh
online	air loidhne
guitar	giotàr
speedboat	bàta-luath
how much	dè na
toothbrush	bruis-fhiaclan
marten	taghan
capercaillie	capall-coille
camping	campadh
Caledonian	Cailleannach
magical	seunta
Scotch broth	brot Albannach
Scotch pie	pàidh Albannach
pizza	piotsa
bread roll	roile
smoked	smocte
OS	Port Rìgh
OS	Tiriodh
all right	dòigheil
I don't know	chan eil fios agam
ugly	grànda
game	geama
windsurfing	surfadh-gaoithe
horseriding	marcachd
competition	co-fharpais
win	buannaich
victory	buannachadh
chuir car de	cuir car de
Highland games	geamannan Gàidhealach
Gaelic	Gàidhealach
hurry	greas
American football	ball-coise Aimeireaganach
distillery	taigh-staile
brandy	branndaidh
Peggy	Peigi
half-pint	leth-phinnt
gin	sineubhar
small cup	srùbag
third	treasamh
primate	prìomhaid
