be	may
fitting	agpang
icing	aysing
fit	mag-agpang
erode	umagnas
something	bilaok
become	umasim
fast	mag-ayuno
singer	mang-aawit
autopsy	surimbangkay
atom	mulapik
suffer	atayin
monied	maatik
administration	pangangasiwa
administrator	tagapangasiwa
stammering	at-at
artistic	maarte
oppress	apihin
persuade	atigin
appreciation	apresyasyon
Arabia	Arabya
calabur tree	aratiles
heroism	kagitingan
court	paghuhukom
kiampong	kiyampong
perchance	sakali
delay	antala
lychee	litsiyas
kind	antipalo
lavender	alusema
property tax	amilyaramyento
mayoress	alkaldesa
waste	aksaya
hesitant	alangan
late	gutoy
farming	pagbubukid
farming	pagsasaka
agency	ahensiya
literary	akda
bark	aw-aw
rickety	aalog-alog
transparent	aninag
authority	awtoridad
agreement	sang-ayon
act	akusa
clapper	badaho
fasten	balakil
rainbow	bahagsubay
responsibility	bahala
way	kalooban
reason	kabaktan
lowness	kababaan
social	panlipunan
large	ambuwang
ambulance	ambulansiya
wait	antay
wait	antabay
on the contrary	bagkos
smear	bahid
Indian mulberry	bangkoro
play	magbanda
gizzard	balumbalunan
haunch	balisakang
shumai	siyomay
ampere	amperyo
noticed	alintana
rack	bumatak
sudden	balikwas
bazooka	basuka
belfry	batingawan
act	mamalat-sibuyas
accusation	sakdal
brawler	basag-ulero
cannot	bawal
park	pumarada
fallen	lupasay
twenty-one	dalawampu't isa
twenty-two	dalawampu't dalawa
twenty-three	dalawampu't tatlo
twenty-four	dalawampu't apat
twenty-five	dalawampu't lima
twenty-six	dalawampu't anim
twenty-seven	dalawampu't pito
twenty-eight	dalawampu't walo
twenty-nine	dalawampu't siyam
deafened	bigaw
become	bumigay
girdle	bigkis
begonia	bigonya
strangle	bigtihin
hermaphrodite	biniboy
microsome	miklawas
rolling pin	pambilo
die	bawian ng buhay
have	bawian
expose	magbilad
joke	biruin
billionaire	bilyonaryo
vicar	bikaryo
Jew's harp	birimbaw
release	bumitiw
volt	boltiyo
bowling	boling
broccoli	brokuli
joint	bugnitbugnit
first	buwenamano
Buddhism	Budismo
Buddhist	Budista
newly	bubuwit
whirlwind	ipuipo
small	dugyot
female	bilyonarya
old	bakokang
meteoroid	bulalayak
planet	buntala
planetoid	malabuntala
asteroid	malatala
astronomer	dalubtala
astronomical	dalubtalain
killing	pugok
chickenpox	bulutong-tubig
chickenpox	bulutong-manok
person	bulutunggo
worth	kabuluhan
meaningful	makabuluhan
de	bunga de-tsina
drive	itaboy
dam	bumbon
bourgeois	burges
sigh	buntonghininga
cylindrical	bumbong
porcupinefish	buteteng-laot
bass viol	biyolon
serves you right	buti nga sa iyo
dwarfish	bulilit
mention	banggit
version	bersiyon
mortise	bakam
broken	bakli
assertion	badya
shawl	balabal
New Testament	Bagong Tipan
Old Testament	Lumang Tipan
viscount	biskonde
viscountess	biskondesa
snake fruit	alimuran
botanist	dalubhalman
continuous	daloy
spurt	buwelo
extra	butal
goiter	bosyo
perforated	busbos
bungalow	bunggalo
bougainvillea	bunggabilya
vociferous	bungangero
vociferous	bungangera
gush	bulwak
junk food	tsitsirya
mean	bulastog
reinforcing	buklod
mumps	baiki
open	buklat
dawn	liwayway
dig	bukalkal
chunk	tipak
flat	bithay
obvious	bistado
virus	birus
flat	bimol
delayed	bimbin
fasting	bihilya
vigilante	bihilante
vernacular	bernakulo
four	bakol
bacteria	bakterya
eroded	bagbag
novice	baguhan
young	baguntao
hemorrhoid	balaid
set aside	isantabi
shortcut	balagtas
pupil	balintataw
absurd	balintuna
irony	balintunay
vanilla	baynilya
banjo	bandyo
weathercock	banoglawin
species	bangkuta
banquet	bangkete
draft	banghay
barber shop	barberya
bachelor's degree	batsilyer
old	beho
bandage	bendahe
cadence	ragsak
rumor	sabi-sabi
archaeology	arkeolohiya
shade	lilim
bathe	maligo
chupa	gatang
adhesive	pandikit
intermittent	dalahik
hard	dagok
zoologist	dalubhayop
ornithologist	dalub-ibon
psychologist	dalub-isip
sociologist	dalub-ulnong
political scientist	dalubbanwa
ethnologist	dalublahi
anthropologist	dalubtao
ichthyology	dalub-isdaan
ichthyologist	dalub-isda
entomology	dalubkulisapan
entomologist	dalubkulisap
conchology	dalubkabibihan
dining table	hapag-kainan
high noon	tanghaling-tapat
character	tauhan
friend	kabungguang-balikat
medium	bulung-ita
polygon	damsiha
pentagon	limsiha
implicated	madamay
mechanics	sigwasan
big	daong
dab	dampi
looting	dambong
but	datapwat
Ursa Major	Daong-daungan
cursive	dikit-dikit
plunderer	mandarambong
shampoo	siyampu
handmade	de-mano
conqueror	mananakop
toilet	palikuran
mababa	mababang kapulungan
female	dekana
harsh	mabagsik
snobbery	isnab
feed	magdede
snatching	dekwat
dialect	diyalekto
dialogue	diyalogo
demonstration	demostrasyon
dentistry	dentisteriya
subsidy	subsidiya
destination	destinasyon
description	deskripsiyon
fooled	denggoy
belch	dighal
dictionary	diksiyonaryo
dictatorship	diktadura
pimple	tigyawat
difference	diperensiya
plum	dikyam
proverb	kasabihan
by the way	siyanga pala
promenade	pasyal
park	pasyalan
soap dish	habonera
laundry	sabong panlaba
pasture	pastulan
oligarch	oligarka
oligopoly	oligopolyo
monopoly	monopolyo
opacity	opasidad
offertory	opertoryo
ordinance	ordenansa
more or less	humigit-kumulang
lexicographer	leksikograpo
lexicography	leksikograpiya
radio	diglap
lexicographic	leksikograpiko
diameter	diyametro
orchid	orkid
ordinance	kautusan
depreciation	depresasyon
'di	'di ba
passacaglia	pasakalye
common	pangkaraniwan
password	pasword
diplomat	diplomatiko
dynasty	dinastiya
dinosaur	dinosawro
pigment	dinsol
chlorophyll	luntidinsol
xanthophyll	dilawdinsol
covered	pawisan
peculiarity	pekulyaridad
pension	pensiyon
pensioner	pensiyonado
peculiar	pekulyar
wig	peluka
penance	penitensiya
phenomenon	penomeno
door	pintuan
biko	sinukmani
vegetable hummingbird	katuray
there	riyan
goddess	diyosa
desert	desyerto
distance	distansiya
disqualification	diskuwalipikasyon
distrustful	diskompiyado
strategy	deskarte
sixteen	disiseis
neckerchief	alampay
disciplined	disiplinado
disciple	disipulo
bloody	duguan
decent	desente
accident	desgrasya
disgust	rimarim
climb	panhik
binoculars	binokulo
freed	hulagpos
small	aaban
downward	dausdos
newspaper	diyaryo
majestic	dakila
arrival	dagsa
abstract	dalumat
sudden	daluhong
cork	daluro
all night	magdamag
big	bardagol
side	danay
female	Danesa
declaration	deklara
dedication	dedikasyon
debater	debatista
dirigible	dirihible
jazz	dyas
doctorate	doktorado
donation	donasyon
big	dubdob
act	dukal
gatecrasher	kolado
charming	simpatiko
dormitory	dormitoryo
unfashionable	dyologs
punk	dyologin
become	dyumologs
destruction	destruksiyon
emotion	emosyon
elegance	elegansiya
sculpture	eskultura
fraudster	estapador
statue	estatwa
statue	rebulto
side	tagiliran
brochure	polyeto
potential	potensiyal
provincial	probinsiyano
professionalism	propesyonalismo
profession	propesyon
professional	propesyonal
senile	ulianin
economist	dalub-agimat
evidence	ebidensiya
female	Espanyola
sphinx	espinghe
establishment	establisimyento
embassy	pasuguan
draw attention	umepal
harpy	arpiya
ermine	arminyo
archangel	arkanghel
African	Aprikano
female	Aprikana
archbishopric	arsobispado
apostolic	apostoliko
Apocrypha	Apokripos
weakness	kahinaan
faintheartedness	kahinaang loob
grove	kakahuyan
custom	kalakaran
stethoscope	estetoskopyo
scribe	eskriba
exclusive	eksklusibo
scandalous	eskandaloso
escalator	eskalador
energy	enerhiya
encounter	engkuwentro
indigestion	empatso
packing	empake
betting	pustahan
armadillo	armadilyo
evangelist	ebanghelista
evolution	ebolusyon
baggage	ekipahe
football	putbol
epilepsy	epilepsiya
false	konsuwelo de-bobo
wide	kalamba
turning	diskita
discovery	deskubri
chickpea	garbansos
spider	alalawa
pompous	magarbo
balut	magbabalot
rice	magbibigas
person	magbobote
whole	maghapon
mother	mag-ina
meat	magkakarne
mother	magnanay
magnesium	magnesyo
magnetic	magnetiko
magnifier	magnipayer
magnifier	magnipikador
justice	mahistrado
boater	mamamangka
lawmaker	mambabatas
journalist	mamamahayag
capital letter	malaking titik
free verse	malayang taludturan
nicotine	nikotina
feed	maggatong
acquaintance	kakilala
middle	kalagitnaan
numbness	kalambre
calamondin	kalamunding
flying squirrel	giggi
light	gawangan
crocodile tear	luha ng buwaya
make a fool of	gaguhin
crawl	gumapang
six	gahumay
New World	Bagong Daigdig
ankle	bukong-bukungan
seahorse	kabayong-dagat
bluff	mambobola
conniver	konsentidor
drunkard	manginginom
tolerate	konsentihin
conscience	konsiyensiya
suitor	manliligaw
collector	kobrador
hook	gantso
like that	ganiyan
portion	gasgas
collect	mangobra
criminal code	kodigo-penal
civil code	kodigo sibil
commentator	komentarista
Christian	Kristiyano
crucifix	krusipiho
bedcover	kubrekama
chronology	kronolohiya
1 Chronicles	1 Cronica
chrysanthemum	krisantemo
conventional	kumbensiyonal
Cupid	Kupido
choreography	koreograpiya
accountant	kontador
contestant	kontestant
broker	koredor
acrostic	akrostik
side	kostado
corruption	korupsiyon
pantropical	tawa-tawa
conditioner	kondisyoner
consulate	konsulado
discount	deskuwento
play	gumanap
able	maganap
collective	palansak
collective noun	pangngalang palansak
milking	paggatas
Holy Communion	komunyon
condiment	kondimento
connection	koneksiyon
conservatory	konserbatoryo
make up	gumawa-gawa
conservatism	konserbatismo
conservative	konserbatibo
midwife	komadrona
praying mantis	mandadangkal
sautée	gisahin
presence	presensiya
Intsik	Intsik beho, tulo laway
Intsik	Intsik beho
codification	kodipikasyon
compartment	kompartment
contortionist	kontorsiyonista
corolla	korola
cotillion	kotilyon
credential	kredensiyal
laundry	labahan
laundry	labahin
washing machine	labadora
fuss	kesyo
ketchup	ketsap
pressed for time	gipit
common bamboo	kiling-kawayan
distance	kilometrahe
golden	ginintuan
chemical	kimiko
relation	kinakapatid
shininess	kinang
Miss	Gining
crumple	gusot
imagination	guniguni
fun	gimik
ornament	gayak
toy	gulong-gulungan
related	kinalaman
result	kinalabasan
authority	kinauukulan
for instance	kumbaga
if	kapagka
if	pagka
guano	guwano
tearing	gutay
shock	gulantang
St. Thomas bean	gugo
grunt	gukgok
graphite	grapito
Gothic	Gotiko
glycerine	gliserina
gladiator	gladyador
hyphen	gitling
sudden	gitla
weathercock	girimpula
rose geranium	malbarosa
guillotine	gilyotina
dessert	ginatan
food	ginataan
cutting	gilgil
cry	gibik
like	ganiri
like	gayari
apostolate	gawalagad
award	gawad
modesty	hinhin
very	dalaginday
guinea pig	dagang kosta
nevertheless	gayunman
likewise	gayundin
small	gaga-
dash	gatlang
quinine	kinina
Sunday	Dominggo
infection	impeksiyon
inspection	inspeksiyon
inspect	inspeksiyunin
instruction	instruksiyon
immigration	inmigrasyon
slanting	gilib
little grebe	kanisid
little grebe	sulyasid
globe amaranth	butones-butonesan
nutgrass	buto-butonesan
loud	kalandak
boast	mangalandakan
desperation	desesperasyon
desperation	desperasyon
deregulation	deregulasyon
disinfection	desimpeksiyon
exile	destiyero
beam	barakilan
jasmine	hasmin
female	henerala
Jesus Christ	Hesukristo
Jesuit	Heswita
hypodermic	heringgilya
geology	heolohiya
disadvantage	desbentaha
female	Haponesa
waxflower	pawi-pawikan
pheasant	benggala
until	hanggang
for instance	kungyari
circumstance	bagay-bagay
regarding	bagay sa
after all	kung sa bagay
person	pahamak
compare	ihambing
cinnamon	sinamomo
come on	bamos
hold	humawak
hold	maghawak
socialism	ulnungkuro
hole	gumban
may	harimanawari
Pres	Pang.
Jan	Ene.
Feb.	Peb.
Apr.	Abr.
Jun.	Hun.
Jul.	Hul.
Gen.	Hen.
no.	blg.
Gov.	Gob.
Aug.	Ago.
prudishness	selang
Sep.	Set.
Oct.	Okt.
chatterbox	daldalero
female	daldalera
irritable	iritable
slogan	islogan
intensive	intensibo
intention	intensiyon
irritation	iritasyon
infrastructure	impraestruktura
inflammation	implamasyon
inflation	implasyon
initiative	inisyatiba
impartial	imparsiyal
vice	bise-alkalde
vice	bise-gobernador
vice president	bise-presidente
synonym	kasingkahulugan
presidency	pagkapangulo
than	kay sa
coastguard	guwardakosta
kiss	manghalik
take	humalili
fragrance	halimuyak
row	halayhay
vice president	pangalawang pangulo
bottom	bottomesa
look	tignan
defecate	mag-aa
association	kapisanan
defeat	talunin
molest	molestahin
theater	palabasan
trouble	molestiya
accordance	pangyari
exception	lagpas
kiss	maghalikan
help	magtulungan
residential	panirahan
residential	panirahanan
residence	tirahan
laugh	pagtawanan
full	mahikaw
rise	humilab
sob	hikbi
hypocrite	ipokrita
imperialist	imperyalista
insolently	atrebido
inference	imperensiya
infinitive	impinitibo
infinitive	pawatas
soapmaker	habonero
invalid	imbalido
illegitimate	ilehitimo
pretty please	sige na
run after	habulin
contradictory	hidwa
anachronistic	anakroniko
amphibian	ampibyan
amphitheatre	ampiteatro
scissors	panggupit
vaccinated	bakunado
large	ambubuyog
variety	muthang anwang
chew	maghitso
historian	historyador
bastard	anak-sa-labas
Numbers	Mga Bilang
Song of Songs	Awit ng mga Awit
irregularity	iregularidad
hypocrisy	ipokrisiya
homeland	inang bayan
native language	inang wika
Indian	Indiyan
uphold	indiyan
African American	Negra
pretend	luto-lutuan
parking	himpil
rebellion	himagsik
fragrant	habonete
soap	sabunan
historian	istoryador
Hispanism	Ispanismo
type	alimpayawan
Hawaiian	Hawayano
rest	pahinga
violent	biyolento
afraid	humina ang loob
cowardly	mahina ang loob
large	plapla
air force	hukbong-panghimpapawid
used	panghimpapawid
appeal	paghahabol
water	uwas
Sumatran pine	tapulaw
game	wahoy
Baybayin	ᜈᜅ᜔
swindle	manghuthot
suck	humuthot
jurisdiction	hurisdiksiyon
lychee	alupag-amo
threaten	betis-lalaki
longan	alupag
termite	absik
obsess	mahumaling
stopping	hantong
fall in love	mahulog ang loob
fall	mahulog
exceed	humigit
less	kumulang
substitute	halip
haiku	hayku
act	hataw
gentle	haplos
people	Hanunuo
careful	halungkat
mingling	halubilo
turned over	halukay
let's go	halina
come	halika
digging	hukay
tree	kalamansanay
promiscuous	handalapak
vagrant	hampaslupa
flogging	hambalos
crossing	halukipkip
high school	hayskul
hit	hagip
effort	hagilap
vague	hagap
suspicion	haka-haka
something	habilin
hierarchy	herarkiya
hieroglyphics	heroglipiko
blowing	hihip
fiber	hilatsa
deep	himbing
lying down	himlay
gymnasium	himnasyo
sigh	himutok
complaint	hinakdal
calmness	hinahon
regret	hinayang
up-and-down	hindot
hint	hiwatig
soup	hototay
contemplation	hunos-dili
chameleon	hunyango
court	huwisyo
abnormality	abnormalidad
informal	impormal
playing	akompanya
accordance	alinsunod
gray	abuhin
sugar mill	alilisan
milling	alilis
antibiotic	antibiyotiko
angle	anggulo
result	apekto
arrested	arestado
harmonica	armonika
artificial	artipisyal
hacienda	asendero
attention	atensiyon
automatic	awtomatiko
pitch	ayangaw
I don't know	aywan
Aeta	Ayta
Aeta	Ita
serves you right	hirat
